Query,Language,Intent,Terminal,                                                                                                                                             Response
واش روم کہاں ہے؟,Urdu,Facilities,Arrival,واش روم آمد کے حصے میں گیٹ 1 کے قریب ہے۔
لاؤنج کہاں ہے؟,Urdu,Facilities,Arrival,لاؤنج آمد کے حصے میں گیٹ 2 کے قریب ہے۔
وائی فائی کہاں ہے؟,Urdu,Facilities,Arrival,وائی فائی آمد کے حصے میں گیٹ 3 کے قریب ہے۔
نماز کی جگہ کہاں ہے؟,Urdu,Facilities,Arrival,نماز کی جگہ آمد کے حصے میں گیٹ 4 کے قریب ہے۔
چارجنگ اسٹیشن کہاں ہے؟,Urdu,Facilities,Arrival,چارجنگ اسٹیشن آمد کے حصے میں گیٹ 5 کے قریب ہے۔
انفارمیشن ڈیسک کہاں ہے؟,Urdu,Facilities,Arrival,انفارمیشن ڈیسک آمد کے حصے میں گیٹ 6 کے قریب ہے۔
طبی امداد کہاں ہے؟,Urdu,Facilities,Arrival,طبی امداد آمد کے حصے میں گیٹ 7 کے قریب ہے۔
بچوں کی دیکھ بھال کا کمرہ کہاں ہے؟,Urdu,Facilities,Arrival,بچوں کی دیکھ بھال کا کمرہ آمد کے حصے میں گیٹ 8 کے قریب ہے۔
سگریٹ نوشی کی جگہ کہاں ہے؟,Urdu,Facilities,Arrival,سگریٹ نوشی کی جگہ آمد کے حصے میں گیٹ 9 کے قریب ہے۔
فوڈ کورٹ کہاں ہے؟,Urdu,Facilities,Arrival,فوڈ کورٹ آمد کے حصے میں گیٹ 10 کے قریب ہے۔
اے ٹی ایم کہاں ہے؟,Urdu,Facilities,Arrival,اے ٹی ایم آمد کے حصے میں گیٹ 1 کے قریب ہے۔
ٹیکسی اسٹینڈ کہاں ہے؟,Urdu,Facilities,Arrival,ٹیکسی اسٹینڈ آمد کے حصے میں گیٹ 2 کے قریب ہے۔
کار کرایہ کہاں ہے؟,Urdu,Facilities,Arrival,کار کرایہ آمد کے حصے میں گیٹ 3 کے قریب ہے۔
بیگیج ٹرالی کہاں ہے؟,Urdu,Facilities,Arrival,بیگیج ٹرالی آمد کے حصے میں گیٹ 4 کے قریب ہے۔
لاپتہ اشیاء کا کاؤنٹر کہاں ہے؟,Urdu,Facilities,Arrival,لاپتہ اشیاء کا کاؤنٹر آمد کے حصے میں گیٹ 5 کے قریب ہے۔
کرنسی ایکسچینج کہاں ہے؟,Urdu,Facilities,Arrival,کرنسی ایکسچینج آمد کے حصے میں گیٹ 6 کے قریب ہے۔
پینے کا پانی کہاں ہے؟,Urdu,Facilities,Arrival,پینے کا پانی آمد کے حصے میں گیٹ 7 کے قریب ہے۔
وہیل چیئر سروس کہاں ہے؟,Urdu,Facilities,Arrival,وہیل چیئر سروس آمد کے حصے میں گیٹ 8 کے قریب ہے۔
پارکنگ ایریا کہاں ہے؟,Urdu,Facilities,Arrival,پارکنگ ایریا آمد کے حصے میں گیٹ 9 کے قریب ہے۔
ایئرپورٹ کا نقشہ کہاں ہے؟,Urdu,Facilities,Arrival,ایئرپورٹ کا نقشہ آمد کے حصے میں گیٹ 10 کے قریب ہے۔
واش روم کہاں ہے؟,Urdu,Facilities,Arrival,واش روم آمد کے حصے میں گیٹ 1 کے قریب ہے۔
لاؤنج کہاں ہے؟,Urdu,Facilities,Arrival,لاؤنج آمد کے حصے میں گیٹ 2 کے قریب ہے۔
وائی فائی کہاں ہے؟,Urdu,Facilities,Arrival,وائی فائی آمد کے حصے میں گیٹ 3 کے قریب ہے۔
نماز کی جگہ کہاں ہے؟,Urdu,Facilities,Arrival,نماز کی جگہ آمد کے حصے میں گیٹ 4 کے قریب ہے۔
چارجنگ اسٹیشن کہاں ہے؟,Urdu,Facilities,Arrival,چارجنگ اسٹیشن آمد کے حصے میں گیٹ 5 کے قریب ہے۔
انفارمیشن ڈیسک کہاں ہے؟,Urdu,Facilities,Arrival,انفارمیشن ڈیسک آمد کے حصے میں گیٹ 6 کے قریب ہے۔
طبی امداد کہاں ہے؟,Urdu,Facilities,Arrival,طبی امداد آمد کے حصے میں گیٹ 7 کے قریب ہے۔
بچوں کی دیکھ بھال کا کمرہ کہاں ہے؟,Urdu,Facilities,Arrival,بچوں کی دیکھ بھال کا کمرہ آمد کے حصے میں گیٹ 8 کے قریب ہے۔
سگریٹ نوشی کی جگہ کہاں ہے؟,Urdu,Facilities,Arrival,سگریٹ نوشی کی جگہ آمد کے حصے میں گیٹ 9 کے قریب ہے۔
فوڈ کورٹ کہاں ہے؟,Urdu,Facilities,Arrival,فوڈ کورٹ آمد کے حصے میں گیٹ 10 کے قریب ہے۔
اے ٹی ایم کہاں ہے؟,Urdu,Facilities,Arrival,اے ٹی ایم آمد کے حصے میں گیٹ 1 کے قریب ہے۔
ٹیکسی اسٹینڈ کہاں ہے؟,Urdu,Facilities,Arrival,ٹیکسی اسٹینڈ آمد کے حصے میں گیٹ 2 کے قریب ہے۔
کار کرایہ کہاں ہے؟,Urdu,Facilities,Arrival,کار کرایہ آمد کے حصے میں گیٹ 3 کے قریب ہے۔
بیگیج ٹرالی کہاں ہے؟,Urdu,Facilities,Arrival,بیگیج ٹرالی آمد کے حصے میں گیٹ 4 کے قریب ہے۔
لاپتہ اشیاء کا کاؤنٹر کہاں ہے؟,Urdu,Facilities,Arrival,لاپتہ اشیاء کا کاؤنٹر آمد کے حصے میں گیٹ 5 کے قریب ہے۔
کرنسی ایکسچینج کہاں ہے؟,Urdu,Facilities,Arrival,کرنسی ایکسچینج آمد کے حصے میں گیٹ 6 کے قریب ہے۔
پینے کا پانی کہاں ہے؟,Urdu,Facilities,Arrival,پینے کا پانی آمد کے حصے میں گیٹ 7 کے قریب ہے۔
وہیل چیئر سروس کہاں ہے؟,Urdu,Facilities,Arrival,وہیل چیئر سروس آمد کے حصے میں گیٹ 8 کے قریب ہے۔
پارکنگ ایریا کہاں ہے؟,Urdu,Facilities,Arrival,پارکنگ ایریا آمد کے حصے میں گیٹ 9 کے قریب ہے۔
ایئرپورٹ کا نقشہ کہاں ہے؟,Urdu,Facilities,Arrival,ایئرپورٹ کا نقشہ آمد کے حصے میں گیٹ 10 کے قریب ہے۔
واش روم کہاں ہے؟,Urdu,Facilities,Arrival,واش روم آمد کے حصے میں گیٹ 1 کے قریب ہے۔
لاؤنج کہاں ہے؟,Urdu,Facilities,Arrival,لاؤنج آمد کے حصے میں گیٹ 2 کے قریب ہے۔
وائی فائی کہاں ہے؟,Urdu,Facilities,Arrival,وائی فائی آمد کے حصے میں گیٹ 3 کے قریب ہے۔
نماز کی جگہ کہاں ہے؟,Urdu,Facilities,Arrival,نماز کی جگہ آمد کے حصے میں گیٹ 4 کے قریب ہے۔
چارجنگ اسٹیشن کہاں ہے؟,Urdu,Facilities,Arrival,چارجنگ اسٹیشن آمد کے حصے میں گیٹ 5 کے قریب ہے۔
انفارمیشن ڈیسک کہاں ہے؟,Urdu,Facilities,Arrival,انفارمیشن ڈیسک آمد کے حصے میں گیٹ 6 کے قریب ہے۔
طبی امداد کہاں ہے؟,Urdu,Facilities,Arrival,طبی امداد آمد کے حصے میں گیٹ 7 کے قریب ہے۔
بچوں کی دیکھ بھال کا کمرہ کہاں ہے؟,Urdu,Facilities,Arrival,بچوں کی دیکھ بھال کا کمرہ آمد کے حصے میں گیٹ 8 کے قریب ہے۔
سگریٹ نوشی کی جگہ کہاں ہے؟,Urdu,Facilities,Arrival,سگریٹ نوشی کی جگہ آمد کے حصے میں گیٹ 9 کے قریب ہے۔
فوڈ کورٹ کہاں ہے؟,Urdu,Facilities,Arrival,فوڈ کورٹ آمد کے حصے میں گیٹ 10 کے قریب ہے۔
اے ٹی ایم کہاں ہے؟,Urdu,Facilities,Arrival,اے ٹی ایم آمد کے حصے میں گیٹ 1 کے قریب ہے۔
ٹیکسی اسٹینڈ کہاں ہے؟,Urdu,Facilities,Arrival,ٹیکسی اسٹینڈ آمد کے حصے میں گیٹ 2 کے قریب ہے۔
کار کرایہ کہاں ہے؟,Urdu,Facilities,Arrival,کار کرایہ آمد کے حصے میں گیٹ 3 کے قریب ہے۔
بیگیج ٹرالی کہاں ہے؟,Urdu,Facilities,Arrival,بیگیج ٹرالی آمد کے حصے میں گیٹ 4 کے قریب ہے۔
لاپتہ اشیاء کا کاؤنٹر کہاں ہے؟,Urdu,Facilities,Arrival,لاپتہ اشیاء کا کاؤنٹر آمد کے حصے میں گیٹ 5 کے قریب ہے۔
کرنسی ایکسچینج کہاں ہے؟,Urdu,Facilities,Arrival,کرنسی ایکسچینج آمد کے حصے میں گیٹ 6 کے قریب ہے۔
پینے کا پانی کہاں ہے؟,Urdu,Facilities,Arrival,پینے کا پانی آمد کے حصے میں گیٹ 7 کے قریب ہے۔
وہیل چیئر سروس کہاں ہے؟,Urdu,Facilities,Arrival,وہیل چیئر سروس آمد کے حصے میں گیٹ 8 کے قریب ہے۔
پارکنگ ایریا کہاں ہے؟,Urdu,Facilities,Arrival,پارکنگ ایریا آمد کے حصے میں گیٹ 9 کے قریب ہے۔
ایئرپورٹ کا نقشہ کہاں ہے؟,Urdu,Facilities,Arrival,ایئرپورٹ کا نقشہ آمد کے حصے میں گیٹ 10 کے قریب ہے۔
واش روم کہاں ہے؟,Urdu,Facilities,Arrival,واش روم آمد کے حصے میں گیٹ 1 کے قریب ہے۔
لاؤنج کہاں ہے؟,Urdu,Facilities,Arrival,لاؤنج آمد کے حصے میں گیٹ 2 کے قریب ہے۔
وائی فائی کہاں ہے؟,Urdu,Facilities,Arrival,وائی فائی آمد کے حصے میں گیٹ 3 کے قریب ہے۔
نماز کی جگہ کہاں ہے؟,Urdu,Facilities,Arrival,نماز کی جگہ آمد کے حصے میں گیٹ 4 کے قریب ہے۔
چارجنگ اسٹیشن کہاں ہے؟,Urdu,Facilities,Arrival,چارجنگ اسٹیشن آمد کے حصے میں گیٹ 5 کے قریب ہے۔
انفارمیشن ڈیسک کہاں ہے؟,Urdu,Facilities,Arrival,انفارمیشن ڈیسک آمد کے حصے میں گیٹ 6 کے قریب ہے۔
طبی امداد کہاں ہے؟,Urdu,Facilities,Arrival,طبی امداد آمد کے حصے میں گیٹ 7 کے قریب ہے۔
بچوں کی دیکھ بھال کا کمرہ کہاں ہے؟,Urdu,Facilities,Arrival,بچوں کی دیکھ بھال کا کمرہ آمد کے حصے میں گیٹ 8 کے قریب ہے۔
سگریٹ نوشی کی جگہ کہاں ہے؟,Urdu,Facilities,Arrival,سگریٹ نوشی کی جگہ آمد کے حصے میں گیٹ 9 کے قریب ہے۔
فوڈ کورٹ کہاں ہے؟,Urdu,Facilities,Arrival,فوڈ کورٹ آمد کے حصے میں گیٹ 10 کے قریب ہے۔
اے ٹی ایم کہاں ہے؟,Urdu,Facilities,Arrival,اے ٹی ایم آمد کے حصے میں گیٹ 1 کے قریب ہے۔
ٹیکسی اسٹینڈ کہاں ہے؟,Urdu,Facilities,Arrival,ٹیکسی اسٹینڈ آمد کے حصے میں گیٹ 2 کے قریب ہے۔
کار کرایہ کہاں ہے؟,Urdu,Facilities,Arrival,کار کرایہ آمد کے حصے میں گیٹ 3 کے قریب ہے۔
بیگیج ٹرالی کہاں ہے؟,Urdu,Facilities,Arrival,بیگیج ٹرالی آمد کے حصے میں گیٹ 4 کے قریب ہے۔
لاپتہ اشیاء کا کاؤنٹر کہاں ہے؟,Urdu,Facilities,Arrival,لاپتہ اشیاء کا کاؤنٹر آمد کے حصے میں گیٹ 5 کے قریب ہے۔
کرنسی ایکسچینج کہاں ہے؟,Urdu,Facilities,Arrival,کرنسی ایکسچینج آمد کے حصے میں گیٹ 6 کے قریب ہے۔
پینے کا پانی کہاں ہے؟,Urdu,Facilities,Arrival,پینے کا پانی آمد کے حصے میں گیٹ 7 کے قریب ہے۔
وہیل چیئر سروس کہاں ہے؟,Urdu,Facilities,Arrival,وہیل چیئر سروس آمد کے حصے میں گیٹ 8 کے قریب ہے۔
پارکنگ ایریا کہاں ہے؟,Urdu,Facilities,Arrival,پارکنگ ایریا آمد کے حصے میں گیٹ 9 کے قریب ہے۔
ایئرپورٹ کا نقشہ کہاں ہے؟,Urdu,Facilities,Arrival,ایئرپورٹ کا نقشہ آمد کے حصے میں گیٹ 10 کے قریب ہے۔
واش روم کہاں ہے؟,Urdu,Facilities,Arrival,واش روم آمد کے حصے میں گیٹ 1 کے قریب ہے۔
لاؤنج کہاں ہے؟,Urdu,Facilities,Arrival,لاؤنج آمد کے حصے میں گیٹ 2 کے قریب ہے۔
وائی فائی کہاں ہے؟,Urdu,Facilities,Arrival,وائی فائی آمد کے حصے میں گیٹ 3 کے قریب ہے۔
نماز کی جگہ کہاں ہے؟,Urdu,Facilities,Arrival,نماز کی جگہ آمد کے حصے میں گیٹ 4 کے قریب ہے۔
چارجنگ اسٹیشن کہاں ہے؟,Urdu,Facilities,Arrival,چارجنگ اسٹیشن آمد کے حصے میں گیٹ 5 کے قریب ہے۔
انفارمیشن ڈیسک کہاں ہے؟,Urdu,Facilities,Arrival,انفارمیشن ڈیسک آمد کے حصے میں گیٹ 6 کے قریب ہے۔
طبی امداد کہاں ہے؟,Urdu,Facilities,Arrival,طبی امداد آمد کے حصے میں گیٹ 7 کے قریب ہے۔
بچوں کی دیکھ بھال کا کمرہ کہاں ہے؟,Urdu,Facilities,Arrival,بچوں کی دیکھ بھال کا کمرہ آمد کے حصے میں گیٹ 8 کے قریب ہے۔
سگریٹ نوشی کی جگہ کہاں ہے؟,Urdu,Facilities,Arrival,سگریٹ نوشی کی جگہ آمد کے حصے میں گیٹ 9 کے قریب ہے۔
فوڈ کورٹ کہاں ہے؟,Urdu,Facilities,Arrival,فوڈ کورٹ آمد کے حصے میں گیٹ 10 کے قریب ہے۔
اے ٹی ایم کہاں ہے؟,Urdu,Facilities,Arrival,اے ٹی ایم آمد کے حصے میں گیٹ 1 کے قریب ہے۔
ٹیکسی اسٹینڈ کہاں ہے؟,Urdu,Facilities,Arrival,ٹیکسی اسٹینڈ آمد کے حصے میں گیٹ 2 کے قریب ہے۔
کار کرایہ کہاں ہے؟,Urdu,Facilities,Arrival,کار کرایہ آمد کے حصے میں گیٹ 3 کے قریب ہے۔
بیگیج ٹرالی کہاں ہے؟,Urdu,Facilities,Arrival,بیگیج ٹرالی آمد کے حصے میں گیٹ 4 کے قریب ہے۔
لاپتہ اشیاء کا کاؤنٹر کہاں ہے؟,Urdu,Facilities,Arrival,لاپتہ اشیاء کا کاؤنٹر آمد کے حصے میں گیٹ 5 کے قریب ہے۔
کرنسی ایکسچینج کہاں ہے؟,Urdu,Facilities,Arrival,کرنسی ایکسچینج آمد کے حصے میں گیٹ 6 کے قریب ہے۔
پینے کا پانی کہاں ہے؟,Urdu,Facilities,Arrival,پینے کا پانی آمد کے حصے میں گیٹ 7 کے قریب ہے۔
وہیل چیئر سروس کہاں ہے؟,Urdu,Facilities,Arrival,وہیل چیئر سروس آمد کے حصے میں گیٹ 8 کے قریب ہے۔
پارکنگ ایریا کہاں ہے؟,Urdu,Facilities,Arrival,پارکنگ ایریا آمد کے حصے میں گیٹ 9 کے قریب ہے۔
ایئرپورٹ کا نقشہ کہاں ہے؟,Urdu,Facilities,Arrival,ایئرپورٹ کا نقشہ آمد کے حصے میں گیٹ 10 کے قریب ہے۔
برائے مہربانی رہنمائی کریں، آمد لاؤنج کہاں واقع ہے؟,Urdu,Facilities,Arrival,آپ آمد لاؤنج کو آمد ٹرمینل میں گیٹ 7 کے قریب پا سکتے ہیں۔ نشانات کی پیروی کریں یا عملے سے مدد حاصل کریں۔
مجھے کرنسی کاونٹر کہاں ملے گا؟,Urdu,Facilities,Arrival,آپ کرنسی کاونٹر کو آمد ٹرمینل میں گیٹ 8 کے قریب پا سکتے ہیں۔ نشانات کی پیروی کریں یا عملے سے مدد حاصل کریں۔
کیا آپ بتا سکتے ہیں طبی امداد کمرہ کہاں ہے؟,Urdu,Facilities,Arrival,آپ طبی امداد کمرہ کو آمد ٹرمینل میں گیٹ 3 کے قریب پا سکتے ہیں۔ نشانات کی پیروی کریں یا عملے سے مدد حاصل کریں۔
مجھے وائی فائی ایریا کہاں ملے گا؟,Urdu,Facilities,Arrival,آپ وائی فائی ایریا کو آمد ٹرمینل میں گیٹ 10 کے قریب پا سکتے ہیں۔ نشانات کی پیروی کریں یا عملے سے مدد حاصل کریں۔
کیا آپ بتا سکتے ہیں ٹیکسی اسٹینڈ کہاں ہے؟,Urdu,Facilities,Arrival,آپ ٹیکسی اسٹینڈ کو آمد ٹرمینل میں گیٹ 5 کے قریب پا سکتے ہیں۔ نشانات کی پیروی کریں یا عملے سے مدد حاصل کریں۔
مجھے معلوماتی مرکز کہاں ملے گا؟,Urdu,Facilities,Arrival,آپ معلوماتی مرکز کو آمد ٹرمینل میں گیٹ 5 کے قریب پا سکتے ہیں۔ نشانات کی پیروی کریں یا عملے سے مدد حاصل کریں۔
کیا آپ بتا سکتے ہیں اے ٹی ایم زون کہاں ہے؟,Urdu,Facilities,Arrival,آپ اے ٹی ایم زون کو آمد ٹرمینل میں گیٹ 2 کے قریب پا سکتے ہیں۔ نشانات کی پیروی کریں یا عملے سے مدد حاصل کریں۔
مجھے گمشدہ بچے کی مدد کہاں ملے گا؟,Urdu,Facilities,Arrival,آپ گمشدہ بچے کی مدد کو آمد ٹرمینل میں گیٹ 4 کے قریب پا سکتے ہیں۔ نشانات کی پیروی کریں یا عملے سے مدد حاصل کریں۔
مجھے آرام گاہ کہاں ملے گا؟,Urdu,Facilities,Arrival,آپ آرام گاہ کو آمد ٹرمینل میں گیٹ 4 کے قریب پا سکتے ہیں۔ نشانات کی پیروی کریں یا عملے سے مدد حاصل کریں۔
میں کار رینٹل دفتر تک کیسے پہنچ سکتا ہوں؟,Urdu,Facilities,Arrival,آپ کار رینٹل دفتر کو آمد ٹرمینل میں گیٹ 10 کے قریب پا سکتے ہیں۔ نشانات کی پیروی کریں یا عملے سے مدد حاصل کریں۔
کیا آپ بتا سکتے ہیں غیر ملکی کرنسی کاونٹر کہاں ہے؟,Urdu,Facilities,Arrival,آپ غیر ملکی کرنسی کاونٹر کو آمد ٹرمینل میں گیٹ 10 کے قریب پا سکتے ہیں۔ نشانات کی پیروی کریں یا عملے سے مدد حاصل کریں۔
کیا آپ بتا سکتے ہیں موبائل سم کاونٹر کہاں ہے؟,Urdu,Facilities,Arrival,آپ موبائل سم کاونٹر کو آمد ٹرمینل میں گیٹ 4 کے قریب پا سکتے ہیں۔ نشانات کی پیروی کریں یا عملے سے مدد حاصل کریں۔
میں انتظار گاہ تک کیسے پہنچ سکتا ہوں؟,Urdu,Facilities,Arrival,آپ انتظار گاہ کو آمد ٹرمینل میں گیٹ 7 کے قریب پا سکتے ہیں۔ نشانات کی پیروی کریں یا عملے سے مدد حاصل کریں۔
مجھے بس اسٹاپ کہاں ملے گا؟,Urdu,Facilities,Arrival,آپ بس اسٹاپ کو آمد ٹرمینل میں گیٹ 10 کے قریب پا سکتے ہیں۔ نشانات کی پیروی کریں یا عملے سے مدد حاصل کریں۔
برائے مہربانی رہنمائی کریں، میٹرو داخلی دروازہ کہاں واقع ہے؟,Urdu,Facilities,Arrival,آپ میٹرو داخلی دروازہ کو آمد ٹرمینل میں گیٹ 5 کے قریب پا سکتے ہیں۔ نشانات کی پیروی کریں یا عملے سے مدد حاصل کریں۔
مجھے کافی لاؤنج کہاں ملے گا؟,Urdu,Facilities,Arrival,آپ کافی لاؤنج کو آمد ٹرمینل میں گیٹ 3 کے قریب پا سکتے ہیں۔ نشانات کی پیروی کریں یا عملے سے مدد حاصل کریں۔
برائے مہربانی رہنمائی کریں، سیاحتی مدد کاونٹر کہاں واقع ہے؟,Urdu,Facilities,Arrival,آپ سیاحتی مدد کاونٹر کو آمد ٹرمینل میں گیٹ 2 کے قریب پا سکتے ہیں۔ نشانات کی پیروی کریں یا عملے سے مدد حاصل کریں۔
برائے مہربانی رہنمائی کریں، ویل چیئر سروس پوائنٹ کہاں واقع ہے؟,Urdu,Facilities,Arrival,آپ ویل چیئر سروس پوائنٹ کو آمد ٹرمینل میں گیٹ 5 کے قریب پا سکتے ہیں۔ نشانات کی پیروی کریں یا عملے سے مدد حاصل کریں۔
برائے مہربانی رہنمائی کریں، نماز کی جگہ کہاں واقع ہے؟,Urdu,Facilities,Arrival,آپ نماز کی جگہ کو آمد ٹرمینل میں گیٹ 8 کے قریب پا سکتے ہیں۔ نشانات کی پیروی کریں یا عملے سے مدد حاصل کریں۔
برائے مہربانی رہنمائی کریں، پارکنگ شٹل پوائنٹ کہاں واقع ہے؟,Urdu,Facilities,Arrival,آپ پارکنگ شٹل پوائنٹ کو آمد ٹرمینل میں گیٹ 1 کے قریب پا سکتے ہیں۔ نشانات کی پیروی کریں یا عملے سے مدد حاصل کریں۔
کیا آپ بتا سکتے ہیں ٹکٹ آفس کہاں ہے؟,Urdu,Facilities,Arrival,آپ ٹکٹ آفس کو آمد ٹرمینل میں گیٹ 3 کے قریب پا سکتے ہیں۔ نشانات کی پیروی کریں یا عملے سے مدد حاصل کریں۔
میں صفائی دفتر تک کیسے پہنچ سکتا ہوں؟,Urdu,Facilities,Arrival,آپ صفائی دفتر کو آمد ٹرمینل میں گیٹ 7 کے قریب پا سکتے ہیں۔ نشانات کی پیروی کریں یا عملے سے مدد حاصل کریں۔
برائے مہربانی رہنمائی کریں، پینے کا پانی علاقہ کہاں واقع ہے؟,Urdu,Facilities,Arrival,آپ پینے کا پانی علاقہ کو آمد ٹرمینل میں گیٹ 6 کے قریب پا سکتے ہیں۔ نشانات کی پیروی کریں یا عملے سے مدد حاصل کریں۔
