id,category,user_query,intent,airport,response,language
1,immigration,بین الاقوامی آمد پر عمومًا امیگریشن میں کتنا وقت لگتا ہے؟,arrival_guidance,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),آمد کے بعد براہِ کرم امیگریشن کاؤنٹرز کی طرف موجود واضح نشانات کی پیروی کریں۔ اپنا پاسپورٹ، مکمل شدہ آمد کارڈ اور متعلقہ دستاویزات تیار رکھیں تاکہ افسران چیک کر سکیں۔ چیکنگ میں وقت لگ سکتا ہے؛ ڈسپلے اسکرینز پر اپنے کاؤنٹر کا نمبر دیکھیں۔,Urdu
2,immigration,بین الاقوامی آمد پر عمومًا امیگریشن میں کتنا وقت لگتا ہے؟,arrival_guidance,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),آمد کے بعد براہِ کرم امیگریشن کاؤنٹرز کی طرف موجود واضح نشانات کی پیروی کریں۔ اپنا پاسپورٹ، مکمل شدہ آمد کارڈ اور متعلقہ دستاویزات تیار رکھیں تاکہ افسران چیک کر سکیں۔ چیکنگ میں وقت لگ سکتا ہے؛ ڈسپلے اسکرینز پر اپنے کاؤنٹر کا نمبر دیکھیں۔,Urdu
3,immigration,بین الاقوامی آمد پر عمومًا امیگریشن میں کتنا وقت لگتا ہے؟,arrival_guidance,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),آمد کے بعد براہِ کرم امیگریشن کاؤنٹرز کی طرف موجود واضح نشانات کی پیروی کریں۔ اپنا پاسپورٹ، مکمل شدہ آمد کارڈ اور متعلقہ دستاویزات تیار رکھیں تاکہ افسران چیک کر سکیں۔ چیکنگ میں وقت لگ سکتا ہے؛ ڈسپلے اسکرینز پر اپنے کاؤنٹر کا نمبر دیکھیں۔,Urdu
4,immigration,امیگریشن کے لیے کون سی دستاویزات تیار رکھنی چاہئیں؟,arrival_guidance,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),آمد کے بعد براہِ کرم امیگریشن کاؤنٹرز کی طرف موجود واضح نشانات کی پیروی کریں۔ اپنا پاسپورٹ، مکمل شدہ آمد کارڈ اور متعلقہ دستاویزات تیار رکھیں تاکہ افسران چیک کر سکیں۔ چیکنگ میں وقت لگ سکتا ہے؛ ڈسپلے اسکرینز پر اپنے کاؤنٹر کا نمبر دیکھیں۔,Urdu
5,immigration,آمد کے بعد امیگریشن کہاں ہوتی ہے؟,arrival_guidance,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),آمد کے بعد براہِ کرم امیگریشن کاؤنٹرز کی طرف موجود واضح نشانات کی پیروی کریں۔ اپنا پاسپورٹ، مکمل شدہ آمد کارڈ اور متعلقہ دستاویزات تیار رکھیں تاکہ افسران چیک کر سکیں۔ چیکنگ میں وقت لگ سکتا ہے؛ ڈسپلے اسکرینز پر اپنے کاؤنٹر کا نمبر دیکھیں۔,Urdu
6,immigration,امیگریشن کے لیے کون سی دستاویزات تیار رکھنی چاہئیں؟,arrival_guidance,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),آمد کے بعد براہِ کرم امیگریشن کاؤنٹرز کی طرف موجود واضح نشانات کی پیروی کریں۔ اپنا پاسپورٹ، مکمل شدہ آمد کارڈ اور متعلقہ دستاویزات تیار رکھیں تاکہ افسران چیک کر سکیں۔ چیکنگ میں وقت لگ سکتا ہے؛ ڈسپلے اسکرینز پر اپنے کاؤنٹر کا نمبر دیکھیں۔,Urdu
7,immigration,امیگریشن کے لیے کون سی دستاویزات تیار رکھنی چاہئیں؟,arrival_guidance,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),آمد کے بعد براہِ کرم امیگریشن کاؤنٹرز کی طرف موجود واضح نشانات کی پیروی کریں۔ اپنا پاسپورٹ، مکمل شدہ آمد کارڈ اور متعلقہ دستاویزات تیار رکھیں تاکہ افسران چیک کر سکیں۔ چیکنگ میں وقت لگ سکتا ہے؛ ڈسپلے اسکرینز پر اپنے کاؤنٹر کا نمبر دیکھیں۔,Urdu
8,immigration,بین الاقوامی آمد پر عمومًا امیگریشن میں کتنا وقت لگتا ہے؟,arrival_guidance,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),آمد کے بعد براہِ کرم امیگریشن کاؤنٹرز کی طرف موجود واضح نشانات کی پیروی کریں۔ اپنا پاسپورٹ، مکمل شدہ آمد کارڈ اور متعلقہ دستاویزات تیار رکھیں تاکہ افسران چیک کر سکیں۔ چیکنگ میں وقت لگ سکتا ہے؛ ڈسپلے اسکرینز پر اپنے کاؤنٹر کا نمبر دیکھیں۔,Urdu
9,immigration,بین الاقوامی آمد پر عمومًا امیگریشن میں کتنا وقت لگتا ہے؟,arrival_guidance,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),آمد کے بعد براہِ کرم امیگریشن کاؤنٹرز کی طرف موجود واضح نشانات کی پیروی کریں۔ اپنا پاسپورٹ، مکمل شدہ آمد کارڈ اور متعلقہ دستاویزات تیار رکھیں تاکہ افسران چیک کر سکیں۔ چیکنگ میں وقت لگ سکتا ہے؛ ڈسپلے اسکرینز پر اپنے کاؤنٹر کا نمبر دیکھیں۔,Urdu
10,immigration,آمد کے بعد امیگریشن کہاں ہوتی ہے؟,arrival_guidance,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),آمد کے بعد براہِ کرم امیگریشن کاؤنٹرز کی طرف موجود واضح نشانات کی پیروی کریں۔ اپنا پاسپورٹ، مکمل شدہ آمد کارڈ اور متعلقہ دستاویزات تیار رکھیں تاکہ افسران چیک کر سکیں۔ چیکنگ میں وقت لگ سکتا ہے؛ ڈسپلے اسکرینز پر اپنے کاؤنٹر کا نمبر دیکھیں۔,Urdu
11,immigration,بین الاقوامی آمد پر عمومًا امیگریشن میں کتنا وقت لگتا ہے؟,arrival_guidance,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),آمد کے بعد براہِ کرم امیگریشن کاؤنٹرز کی طرف موجود واضح نشانات کی پیروی کریں۔ اپنا پاسپورٹ، مکمل شدہ آمد کارڈ اور متعلقہ دستاویزات تیار رکھیں تاکہ افسران چیک کر سکیں۔ چیکنگ میں وقت لگ سکتا ہے؛ ڈسپلے اسکرینز پر اپنے کاؤنٹر کا نمبر دیکھیں۔,Urdu
12,immigration,امیگریشن کے لیے کون سی دستاویزات تیار رکھنی چاہئیں؟,arrival_guidance,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),آمد کے بعد براہِ کرم امیگریشن کاؤنٹرز کی طرف موجود واضح نشانات کی پیروی کریں۔ اپنا پاسپورٹ، مکمل شدہ آمد کارڈ اور متعلقہ دستاویزات تیار رکھیں تاکہ افسران چیک کر سکیں۔ چیکنگ میں وقت لگ سکتا ہے؛ ڈسپلے اسکرینز پر اپنے کاؤنٹر کا نمبر دیکھیں۔,Urdu
13,immigration,آمد کے بعد امیگریشن کہاں ہوتی ہے؟,arrival_guidance,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),آمد کے بعد براہِ کرم امیگریشن کاؤنٹرز کی طرف موجود واضح نشانات کی پیروی کریں۔ اپنا پاسپورٹ، مکمل شدہ آمد کارڈ اور متعلقہ دستاویزات تیار رکھیں تاکہ افسران چیک کر سکیں۔ چیکنگ میں وقت لگ سکتا ہے؛ ڈسپلے اسکرینز پر اپنے کاؤنٹر کا نمبر دیکھیں۔,Urdu
14,immigration,بین الاقوامی آمد پر عمومًا امیگریشن میں کتنا وقت لگتا ہے؟,arrival_guidance,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),آمد کے بعد براہِ کرم امیگریشن کاؤنٹرز کی طرف موجود واضح نشانات کی پیروی کریں۔ اپنا پاسپورٹ، مکمل شدہ آمد کارڈ اور متعلقہ دستاویزات تیار رکھیں تاکہ افسران چیک کر سکیں۔ چیکنگ میں وقت لگ سکتا ہے؛ ڈسپلے اسکرینز پر اپنے کاؤنٹر کا نمبر دیکھیں۔,Urdu
15,immigration,امیگریشن کے لیے کون سی دستاویزات تیار رکھنی چاہئیں؟,arrival_guidance,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),آمد کے بعد براہِ کرم امیگریشن کاؤنٹرز کی طرف موجود واضح نشانات کی پیروی کریں۔ اپنا پاسپورٹ، مکمل شدہ آمد کارڈ اور متعلقہ دستاویزات تیار رکھیں تاکہ افسران چیک کر سکیں۔ چیکنگ میں وقت لگ سکتا ہے؛ ڈسپلے اسکرینز پر اپنے کاؤنٹر کا نمبر دیکھیں۔,Urdu
16,immigration,امیگریشن کے لیے کون سی دستاویزات تیار رکھنی چاہئیں؟,arrival_guidance,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),آمد کے بعد براہِ کرم امیگریشن کاؤنٹرز کی طرف موجود واضح نشانات کی پیروی کریں۔ اپنا پاسپورٹ، مکمل شدہ آمد کارڈ اور متعلقہ دستاویزات تیار رکھیں تاکہ افسران چیک کر سکیں۔ چیکنگ میں وقت لگ سکتا ہے؛ ڈسپلے اسکرینز پر اپنے کاؤنٹر کا نمبر دیکھیں۔,Urdu
17,immigration,آمد کے بعد امیگریشن کہاں ہوتی ہے؟,arrival_guidance,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),آمد کے بعد براہِ کرم امیگریشن کاؤنٹرز کی طرف موجود واضح نشانات کی پیروی کریں۔ اپنا پاسپورٹ، مکمل شدہ آمد کارڈ اور متعلقہ دستاویزات تیار رکھیں تاکہ افسران چیک کر سکیں۔ چیکنگ میں وقت لگ سکتا ہے؛ ڈسپلے اسکرینز پر اپنے کاؤنٹر کا نمبر دیکھیں۔,Urdu
18,immigration,بین الاقوامی آمد پر عمومًا امیگریشن میں کتنا وقت لگتا ہے؟,arrival_guidance,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),آمد کے بعد براہِ کرم امیگریشن کاؤنٹرز کی طرف موجود واضح نشانات کی پیروی کریں۔ اپنا پاسپورٹ، مکمل شدہ آمد کارڈ اور متعلقہ دستاویزات تیار رکھیں تاکہ افسران چیک کر سکیں۔ چیکنگ میں وقت لگ سکتا ہے؛ ڈسپلے اسکرینز پر اپنے کاؤنٹر کا نمبر دیکھیں۔,Urdu
19,immigration,امیگریشن کے لیے کون سی دستاویزات تیار رکھنی چاہئیں؟,arrival_guidance,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),آمد کے بعد براہِ کرم امیگریشن کاؤنٹرز کی طرف موجود واضح نشانات کی پیروی کریں۔ اپنا پاسپورٹ، مکمل شدہ آمد کارڈ اور متعلقہ دستاویزات تیار رکھیں تاکہ افسران چیک کر سکیں۔ چیکنگ میں وقت لگ سکتا ہے؛ ڈسپلے اسکرینز پر اپنے کاؤنٹر کا نمبر دیکھیں۔,Urdu
20,baggage,اپنا سامان لینا کہاں ہے؟,arrival_guidance,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),امیگریشن کے بعد بیگج کلیم ہال پر جائیں جہاں کاروسیل نمبر دکھائے جاتے ہیں۔ براہِ کرم ڈسپلے اسکرینز سے کاروسیل نمبر چیک کریں۔ اگر سامان گم یا تاخیر شدہ ہو تو کاروسیل 5 کے پاس بیگج سروس ڈیسک سے رابطہ کریں۔,Urdu
21,baggage,اپنا سامان لینا کہاں ہے؟,arrival_guidance,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),امیگریشن کے بعد بیگج کلیم ہال پر جائیں جہاں کاروسیل نمبر دکھائے جاتے ہیں۔ براہِ کرم ڈسپلے اسکرینز سے کاروسیل نمبر چیک کریں۔ اگر سامان گم یا تاخیر شدہ ہو تو کاروسیل 5 کے پاس بیگج سروس ڈیسک سے رابطہ کریں۔,Urdu
22,baggage,اپنا سامان لینا کہاں ہے؟,arrival_guidance,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),امیگریشن کے بعد بیگج کلیم ہال پر جائیں جہاں کاروسیل نمبر دکھائے جاتے ہیں۔ براہِ کرم ڈسپلے اسکرینز سے کاروسیل نمبر چیک کریں۔ اگر سامان گم یا تاخیر شدہ ہو تو کاروسیل 5 کے پاس بیگج سروس ڈیسک سے رابطہ کریں۔,Urdu
23,baggage,فلائٹ HM105 کے لیے کون سا کاروسیل ہے؟,arrival_guidance,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),امیگریشن کے بعد بیگج کلیم ہال پر جائیں جہاں کاروسیل نمبر دکھائے جاتے ہیں۔ فلائٹ HM105 کے لیے تفویض کردہ کاروسیل نمبر آمد ڈسپلے پر دکھایا جائے گا۔ اگر سامان گم یا تاخیر شدہ ہو تو کاروسیل 5 کے پاس بیگج سروس ڈیسک سے رابطہ کریں۔,Urdu
24,baggage,اپنا سامان لینا کہاں ہے؟,arrival_guidance,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),امیگریشن کے بعد بیگج کلیم ہال پر جائیں جہاں کاروسیل نمبر دکھائے جاتے ہیں۔ براہِ کرم ڈسپلے اسکرینز سے کاروسیل نمبر چیک کریں۔ اگر سامان گم یا تاخیر شدہ ہو تو کاروسیل 5 کے پاس بیگج سروس ڈیسک سے رابطہ کریں۔,Urdu
25,baggage,اگر میرا سامان غائب ہو جائے تو کیا کرنا چاہئے؟,arrival_guidance,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),امیگریشن کے بعد بیگج کلیم ہال پر جائیں جہاں کاروسیل نمبر دکھائے جاتے ہیں۔ براہِ کرم ڈسپلے اسکرینز سے کاروسیل نمبر چیک کریں۔ اگر سامان گم یا تاخیر شدہ ہو تو کاروسیل 5 کے پاس بیگج سروس ڈیسک سے رابطہ کریں۔,Urdu
26,baggage,اگر میرا سامان غائب ہو جائے تو کیا کرنا چاہئے؟,arrival_guidance,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),امیگریشن کے بعد بیگج کلیم ہال پر جائیں جہاں کاروسیل نمبر دکھائے جاتے ہیں۔ براہِ کرم ڈسپلے اسکرینز سے کاروسیل نمبر چیک کریں۔ اگر سامان گم یا تاخیر شدہ ہو تو کاروسیل 5 کے پاس بیگج سروس ڈیسک سے رابطہ کریں۔,Urdu
27,baggage,اپنا سامان لینا کہاں ہے؟,arrival_guidance,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),امیگریشن کے بعد بیگج کلیم ہال پر جائیں جہاں کاروسیل نمبر دکھائے جاتے ہیں۔ براہِ کرم ڈسپلے اسکرینز سے کاروسیل نمبر چیک کریں۔ اگر سامان گم یا تاخیر شدہ ہو تو کاروسیل 5 کے پاس بیگج سروس ڈیسک سے رابطہ کریں۔,Urdu
28,baggage,فلائٹ SV231 کے لیے کون سا کاروسیل ہے؟,arrival_guidance,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),امیگریشن کے بعد بیگج کلیم ہال پر جائیں جہاں کاروسیل نمبر دکھائے جاتے ہیں۔ فلائٹ SV231 کے لیے تفویض کردہ کاروسیل نمبر آمد ڈسپلے پر دکھایا جائے گا۔ اگر سامان گم یا تاخیر شدہ ہو تو کاروسیل 5 کے پاس بیگج سروس ڈیسک سے رابطہ کریں۔,Urdu
29,baggage,اگر میرا سامان غائب ہو جائے تو کیا کرنا چاہئے؟,arrival_guidance,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),امیگریشن کے بعد بیگج کلیم ہال پر جائیں جہاں کاروسیل نمبر دکھائے جاتے ہیں۔ براہِ کرم ڈسپلے اسکرینز سے کاروسیل نمبر چیک کریں۔ اگر سامان گم یا تاخیر شدہ ہو تو کاروسیل 5 کے پاس بیگج سروس ڈیسک سے رابطہ کریں۔,Urdu
30,baggage,فلائٹ HM392 کے لیے کون سا کاروسیل ہے؟,arrival_guidance,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),امیگریشن کے بعد بیگج کلیم ہال پر جائیں جہاں کاروسیل نمبر دکھائے جاتے ہیں۔ فلائٹ HM392 کے لیے تفویض کردہ کاروسیل نمبر آمد ڈسپلے پر دکھایا جائے گا۔ اگر سامان گم یا تاخیر شدہ ہو تو کاروسیل 5 کے پاس بیگج سروس ڈیسک سے رابطہ کریں۔,Urdu
31,baggage,اپنا سامان لینا کہاں ہے؟,arrival_guidance,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),امیگریشن کے بعد بیگج کلیم ہال پر جائیں جہاں کاروسیل نمبر دکھائے جاتے ہیں۔ براہِ کرم ڈسپلے اسکرینز سے کاروسیل نمبر چیک کریں۔ اگر سامان گم یا تاخیر شدہ ہو تو کاروسیل 5 کے پاس بیگج سروس ڈیسک سے رابطہ کریں۔,Urdu
32,baggage,فلائٹ EY798 کے لیے کون سا کاروسیل ہے؟,arrival_guidance,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),امیگریشن کے بعد بیگج کلیم ہال پر جائیں جہاں کاروسیل نمبر دکھائے جاتے ہیں۔ فلائٹ EY798 کے لیے تفویض کردہ کاروسیل نمبر آمد ڈسپلے پر دکھایا جائے گا۔ اگر سامان گم یا تاخیر شدہ ہو تو کاروسیل 5 کے پاس بیگج سروس ڈیسک سے رابطہ کریں۔,Urdu
33,baggage,فلائٹ GF684 کے لیے کون سا کاروسیل ہے؟,arrival_guidance,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),امیگریشن کے بعد بیگج کلیم ہال پر جائیں جہاں کاروسیل نمبر دکھائے جاتے ہیں۔ فلائٹ GF684 کے لیے تفویض کردہ کاروسیل نمبر آمد ڈسپلے پر دکھایا جائے گا۔ اگر سامان گم یا تاخیر شدہ ہو تو کاروسیل 5 کے پاس بیگج سروس ڈیسک سے رابطہ کریں۔,Urdu
34,baggage,فلائٹ HM389 کے لیے کون سا کاروسیل ہے؟,arrival_guidance,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),امیگریشن کے بعد بیگج کلیم ہال پر جائیں جہاں کاروسیل نمبر دکھائے جاتے ہیں۔ فلائٹ HM389 کے لیے تفویض کردہ کاروسیل نمبر آمد ڈسپلے پر دکھایا جائے گا۔ اگر سامان گم یا تاخیر شدہ ہو تو کاروسیل 5 کے پاس بیگج سروس ڈیسک سے رابطہ کریں۔,Urdu
35,baggage,اپنا سامان لینا کہاں ہے؟,arrival_guidance,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),امیگریشن کے بعد بیگج کلیم ہال پر جائیں جہاں کاروسیل نمبر دکھائے جاتے ہیں۔ براہِ کرم ڈسپلے اسکرینز سے کاروسیل نمبر چیک کریں۔ اگر سامان گم یا تاخیر شدہ ہو تو کاروسیل 5 کے پاس بیگج سروس ڈیسک سے رابطہ کریں۔,Urdu
36,baggage,اگر میرا سامان غائب ہو جائے تو کیا کرنا چاہئے؟,arrival_guidance,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),امیگریشن کے بعد بیگج کلیم ہال پر جائیں جہاں کاروسیل نمبر دکھائے جاتے ہیں۔ براہِ کرم ڈسپلے اسکرینز سے کاروسیل نمبر چیک کریں۔ اگر سامان گم یا تاخیر شدہ ہو تو کاروسیل 5 کے پاس بیگج سروس ڈیسک سے رابطہ کریں۔,Urdu
37,baggage,فلائٹ GF764 کے لیے کون سا کاروسیل ہے؟,arrival_guidance,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),امیگریشن کے بعد بیگج کلیم ہال پر جائیں جہاں کاروسیل نمبر دکھائے جاتے ہیں۔ فلائٹ GF764 کے لیے تفویض کردہ کاروسیل نمبر آمد ڈسپلے پر دکھایا جائے گا۔ اگر سامان گم یا تاخیر شدہ ہو تو کاروسیل 5 کے پاس بیگج سروس ڈیسک سے رابطہ کریں۔,Urdu
38,baggage,فلائٹ PK820 کے لیے کون سا کاروسیل ہے؟,arrival_guidance,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),امیگریشن کے بعد بیگج کلیم ہال پر جائیں جہاں کاروسیل نمبر دکھائے جاتے ہیں۔ فلائٹ PK820 کے لیے تفویض کردہ کاروسیل نمبر آمد ڈسپلے پر دکھایا جائے گا۔ اگر سامان گم یا تاخیر شدہ ہو تو کاروسیل 5 کے پاس بیگج سروس ڈیسک سے رابطہ کریں۔,Urdu
39,customs,بیگج حاصل کرنے کے بعد کسٹمز کا طریقہ کار کیا ہے؟,arrival_guidance,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),سامان وصول کرنے کے بعد کسٹمز ایریا میں جائیں اور مناسب چینل کی پیروی کریں۔ اگر کوئی شئے ڈکلئیر کرنی ہے تو رسیدیں تیار رکھیں اور افسر کو دکھائیں۔ مزید سوالات کیلئے کسٹمز انفارمیشن کاؤنٹر سے رجوع کریں۔,Urdu
40,customs,کیا کچھ چیزیں کسٹمز میں ظاہر کرنا ضروری ہیں؟,arrival_guidance,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),سامان وصول کرنے کے بعد کسٹمز ایریا میں جائیں اور مناسب چینل کی پیروی کریں۔ اگر کوئی شئے ڈکلئیر کرنی ہے تو رسیدیں تیار رکھیں اور افسر کو دکھائیں۔ مزید سوالات کیلئے کسٹمز انفارمیشن کاؤنٹر سے رجوع کریں۔,Urdu
41,customs,کیا کچھ چیزیں کسٹمز میں ظاہر کرنا ضروری ہیں؟,arrival_guidance,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),سامان وصول کرنے کے بعد کسٹمز ایریا میں جائیں اور مناسب چینل کی پیروی کریں۔ اگر کوئی شئے ڈکلئیر کرنی ہے تو رسیدیں تیار رکھیں اور افسر کو دکھائیں۔ مزید سوالات کیلئے کسٹمز انفارمیشن کاؤنٹر سے رجوع کریں۔,Urdu
42,customs,کیا کچھ چیزیں کسٹمز میں ظاہر کرنا ضروری ہیں؟,arrival_guidance,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),سامان وصول کرنے کے بعد کسٹمز ایریا میں جائیں اور مناسب چینل کی پیروی کریں۔ اگر کوئی شئے ڈکلئیر کرنی ہے تو رسیدیں تیار رکھیں اور افسر کو دکھائیں۔ مزید سوالات کیلئے کسٹمز انفارمیشن کاؤنٹر سے رجوع کریں۔,Urdu
43,customs,کیا کچھ چیزیں کسٹمز میں ظاہر کرنا ضروری ہیں؟,arrival_guidance,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),سامان وصول کرنے کے بعد کسٹمز ایریا میں جائیں اور مناسب چینل کی پیروی کریں۔ اگر کوئی شئے ڈکلئیر کرنی ہے تو رسیدیں تیار رکھیں اور افسر کو دکھائیں۔ مزید سوالات کیلئے کسٹمز انفارمیشن کاؤنٹر سے رجوع کریں۔,Urdu
44,customs,کیا کچھ چیزیں کسٹمز میں ظاہر کرنا ضروری ہیں؟,arrival_guidance,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),سامان وصول کرنے کے بعد کسٹمز ایریا میں جائیں اور مناسب چینل کی پیروی کریں۔ اگر کوئی شئے ڈکلئیر کرنی ہے تو رسیدیں تیار رکھیں اور افسر کو دکھائیں۔ مزید سوالات کیلئے کسٹمز انفارمیشن کاؤنٹر سے رجوع کریں۔,Urdu
45,customs,بیگج حاصل کرنے کے بعد کسٹمز کا طریقہ کار کیا ہے؟,arrival_guidance,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),سامان وصول کرنے کے بعد کسٹمز ایریا میں جائیں اور مناسب چینل کی پیروی کریں۔ اگر کوئی شئے ڈکلئیر کرنی ہے تو رسیدیں تیار رکھیں اور افسر کو دکھائیں۔ مزید سوالات کیلئے کسٹمز انفارمیشن کاؤنٹر سے رجوع کریں۔,Urdu
46,customs,کیا کچھ چیزیں کسٹمز میں ظاہر کرنا ضروری ہیں؟,arrival_guidance,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),سامان وصول کرنے کے بعد کسٹمز ایریا میں جائیں اور مناسب چینل کی پیروی کریں۔ اگر کوئی شئے ڈکلئیر کرنی ہے تو رسیدیں تیار رکھیں اور افسر کو دکھائیں۔ مزید سوالات کیلئے کسٹمز انفارمیشن کاؤنٹر سے رجوع کریں۔,Urdu
