#,Intent,Language,User Query,Chatbot Response,Context,
116,Check_in_info,English,Can I check in with a copy of my passport?,"No, original passports are mandatory for international travel. Photocopies are not accepted at check-in counters.",departure,
117,Check_in_info,English,Are there restrooms near the check-in area?,"Yes, restrooms are located beside every departure hall gate, kept clean and accessible for all passengers.",departure,
118,Check_in_info,English,Can I get a wheelchair on arrival at check-in?,"Yes, request one from your airline staff at the counter or call in advance. Assistance is available from check-in till boarding gate.",departure,
119,Check_in_info,English,Is it allowed to carry perfumes in hand luggage?,"Yes, you can carry perfume bottles under 100 ml in your hand luggage. Larger bottles must go in checked bags.",departure,
120,Check_in_info,English,Where can I ask for flight rescheduling?,"Rescheduling and cancellations are managed at the ticketing desk of your airline, located beside the main check-in area.",departure,
121,Check_in_info,English,Can I check in with my pet cat?,"Yes, cats and small pets can travel if placed in approved carriers and with vaccination records. Inform your airline in advance.",departure,
122,Check_in_info,English,What should I do if my luggage lock is broken?,Inform the counter agent immediately. The damaged lock will be noted on your baggage record to avoid disputes on arrival.,departure,
123,Check_in_info,English,How can I track my luggage after check-in?,"Keep your baggage tag receipt. In case of loss, your airline can trace your bag using this number.",departure,
124,Check_in_info,English,Can I check in baby stroller for free?,"Yes, strollers are checked in free of charge and returned at the aircraft door upon landing.",departure,
125,Check_in_info,English,What happens if I lose my boarding pass before boarding?,Immediately report it to your airline counter before security. They can reissue it after verifying your ID.,departure,
126,Check_in_info,English,Can I ask for window seat at check-in?,"Yes, you may request a window or aisle seat at the counter. Allocation depends on availability.",departure,
127,Check_in_info,English,Is there a prayer room near check-in?,"Yes, prayer rooms for men and women are located near Gate 5 inside the departure hall.",departure,
128,Check_in_info,English,Can I carry my camera equipment as hand-carry?,"Yes, cameras and lenses can be carried as hand luggage if they meet size and weight limits. Handle carefully during screening.",departure,
129,Check_in_info,English,Is Wi-Fi free during check-in process?,"Yes, free Wi-Fi is available throughout the terminal. Connect to IIA-FreeNet and follow on-screen instructions.",departure,
130,Check_in_info,English,How early should I check in for a group flight?,"For groups over 5 passengers, it’s best to arrive at least 3.5 hours before departure to ensure everyone is processed together.",departure,
131,Check_in_info,English,Are face masks still required at check-in?,Masks are optional but recommended in crowded areas. Sanitizer dispensers are placed throughout the hall for public use.,departure,
132,Check_in_info,English,Can I check in with damaged luggage?,"Yes, but inform the airline staff to mark the condition on your baggage receipt to avoid confusion later.",departure,
133,Check_in_info,English,Can I bring sealed liquids like juice bottles?,"Only if they’re under 100 ml in carry-on or sealed properly in checked bags. Otherwise, they may be discarded at security.",departure,
134,Check_in_info,English,Are there ATMs near check-in?,"Yes, multiple ATMs are available near the entrance and beside Row B for passenger convenience.",departure,
135,Check_in_info,English,What happens if my printed ticket is blurred?,Staff can verify your booking using the PNR or CNIC number and issue a new boarding pass instantly.,departure,
136,Check_in_info,English,Is there a separate check-in counter for VIPs?,"Yes, diplomatic and VIP passengers are assisted at dedicated counters with private waiting areas.",departure,
137,Check_in_info,English,Can I check in power banks in luggage?,"No, power banks must be in your hand luggage due to airline safety regulations.",departure,
138,Check_in_info,English,Can I check in sharp items like scissors?,"No, sharp items are prohibited in hand luggage. Place them in checked baggage.",departure,
139,Check_in_info,English,Is there an emergency medical service near check-in?,"Yes, an airport medical unit operates 24/7 near Gate 3 for emergencies and first aid.",departure,
140,Check_in_info,English,Can I keep extra bags in storage before check-in?,"Yes, you can store items temporarily at the baggage service counter beside Row C for a small hourly charge.",departure,
141,Check_in_info,English,Are there smoking areas before check-in?,Smoking zones are available outside the terminal building only. The inside is a smoke-free area.,departure,
142,Check_in_info,English,Can I check in fragile glass items?,"Yes, but label them clearly and request a “FRAGILE” tag from the counter staff.",departure,
143,Check_in_info,English,Can I bring electronics like laptops and tablets?,"Yes, but remove them from your bags during security screening. Carry them in hand luggage.",departure,
144,Check_in_info,English,Is there any charge for reissuing a lost boarding pass?,"Generally no, but some airlines charge a small administrative fee. Confirm with your airline staff.",departure,
145,Check_in_info,English,Can I use digital payment apps to pay baggage fees?,"Yes, most airlines accept debit/credit cards and Pakistani digital wallets like Easypaisa or JazzCash for baggage payments.",departure,
146,Check_in_info,English,How do I identify international vs domestic counters?,"International counters are marked in blue boards, while domestic are shown in green. Both have visible airline logos overhead.",departure,
147,Check_in_info,English,Is check-in available for transit passengers?,"Yes, passengers arriving on connecting flights can recheck baggage at the Transit Help Desk near Gate 6.",departure,
148,Check_in_info,English,Can I carry gifts wrapped in boxes?,"Avoid wrapping gifts before check-in. Security might need to inspect inside, so it’s better to wrap them after screening.",departure,
149,Check_in_info,English,Can I check in a bicycle?,"Yes, bicycles must be partially dismantled and packed in boxes. Check your airline’s sports equipment policy for charges.",departure,
150,Check_in_info,English,Can I check in without showing my ticket?,"No, you must show either a printed or digital ticket along with CNIC or passport at the counter.",departure,
151,Check_in_info,Urdu,میرا چیک ان کاؤنٹر کہاں ہے؟,براہ کرم اپنی ایئرلائن کے چیک ان کاؤنٹر پر جائیں، روانگی ہال میں نشانات موجود ہیں۔,Departure,
152,Check_in_info,Urdu,پی آئی اے کا کاؤنٹر کس قطار میں ہے؟,پی آئی اے کے کاؤنٹر قطار سی میں گیٹ ۴ کے قریب واقع ہیں۔,Departure,
153,Check_in_info,Urdu,سیریں ایئر کا چیک ان کہاں ہوتا ہے؟,سیریں ایئر کے کاؤنٹر قطار بی میں ہیں، وہاں عملہ آپ کی رہنمائی کرے گا۔,Departure,
154,Check_in_info,Urdu,کیا میں آن لائن چیک ان کے بعد بیگ جمع کرا سکتا ہوں؟,جی ہاں، بیگیج ڈراپ کاؤنٹر پر جائیں جہاں “Online Check-In” لکھا ہے۔,Departure,
155,Check_in_info,Urdu,میں نے آن لائن بورڈنگ پاس نکالا ہے، کیا کافی ہے؟,جی ہاں، موبائل یا پرنٹ دونوں منظور ہیں۔,Departure,
156,Check_in_info,Urdu,چیک ان کب کھلتا ہے؟,بین الاقوامی پروازوں کے لیے ۳ گھنٹے پہلے اور ملکی پروازوں کے لیے ۲ گھنٹے پہلے کھلتا ہے۔,Departure,
157,Check_in_info,Urdu,چیک ان کب بند ہوتا ہے؟,ملکی پروازوں کے لیے ۴۵ منٹ اور بین الاقوامی کے لیے ۶۰ منٹ پہلے بند ہوتا ہے۔,Departure,
158,Check_in_info,Urdu,کیا اسلام آباد ایئرپورٹ پر خودکار چیک ان مشین ہے؟,جی ہاں، ہال بی کے داخلی دروازے کے قریب سیلف چیک-ان کاؤنٹر موجود ہیں۔,Departure,
159,Check_in_info,Urdu,بورڈنگ پاس کہاں سے ملے گا؟,ایئرلائن کے کاؤنٹر سے چیک ان مکمل کرنے پر بورڈنگ پاس جاری کیا جاتا ہے۔,Departure,
160,Check_in_info,Urdu,کیا کارگو بیگ بھی یہی جمع ہوتا ہے؟,نہیں، کارگو کے لیے علیحدہ کاؤنٹر ہے، نشانیاں موجود ہیں۔,Departure,
161,Check_in_info,Urdu,میرا سامان زیادہ وزن کا ہے، کہاں جاؤں؟,اضافی وزن کی ادائیگی کے لیے قطار ڈی کے قریب ایکسٹرابیگیج ڈیسک پر جائیں۔,Departure,
162,Check_in_info,Urdu,کیا فیملی کے لیے علیحدہ کاؤنٹر ہے؟,جی ہاں، بچوں والی فیملیز کے لیے ترجیحی لائن دستیاب ہے۔,Departure,
163,Check_in_info,Urdu,خصوصی معاونت والے مسافر کہاں جائیں؟,کاؤنٹر ۱ خصوصی معاونت والے مسافروں کے لیے مخصوص ہے۔,Departure,
164,Check_in_info,Urdu,فاسٹ ٹریک چیک ان کیا ہے؟,یہ بزنس یا پریمیئم مسافروں کے لیے تیز رفتار سروس ہے۔,Departure,
165,Check_in_info,Urdu,کیا میں دو بیگ جمع کرا سکتا ہوں؟,جی ہاں، وزن ایئرلائن کی حد میں ہو تو اجازت ہے۔,Departure,
166,Check_in_info,Urdu,ہاتھ کے سامان کی زیادہ سے زیادہ حد کیا ہے؟,۷ کلوگرام تک، لیکن اپنی ایئرلائن سے تصدیق کر لیں۔,Departure,
167,Check_in_info,Urdu,بیگیج ریپنگ کہاں ہوتی ہے؟,گیٹ ۳ کے قریب بیگیج ریپنگ سروس دستیاب ہے۔,Departure,
168,Check_in_info,Urdu,کیا میں اپنا سامان پہلے دن جمع کرا سکتا ہوں؟,نہیں، چیک ان صرف پرواز کے دن ہی ممکن ہے۔,Departure,
169,Check_in_info,Urdu,کیا میں واپس جانے والی فلائٹ کے لیے بھی چیک ان کر سکتا ہوں؟,عام طور پر صرف موجودہ پرواز کے لیے چیک ان کیا جاتا ہے۔,Departure,
170,Check_in_info,Urdu,بورڈنگ پاس پر کیا معلومات لکھی ہوتی ہیں؟,اس پر گیٹ نمبر، نشست، اور بورڈنگ ٹائم درج ہوتا ہے۔,Departure,
171,Check_in_info,Urdu,کیا میں بیگ کے ساتھ پلاسٹک ریپنگ کروا سکتا ہوں؟,جی ہاں، ہال کے اندر یہ سہولت موجود ہے۔,Departure,
172,Check_in_info,Urdu,کیا چیک ان کے بعد باہر جا سکتا ہوں؟,نہیں، سکیورٹی چیک کے بعد دوبارہ داخلہ ممنوع ہے۔,Departure,
173,Check_in_info,Urdu,اگر میری پرواز تاخیر کا شکار ہے تو کیا کاؤنٹر کھلا رہے گا؟,جی ہاں، فلائٹ شیڈول کے مطابق کاؤنٹر ایڈجسٹ کیا جاتا ہے۔,Departure,
174,Check_in_info,Urdu,میرا بورڈنگ پاس گم گیا ہے، کیا دوبارہ مل سکتا ہے؟,جی ہاں، اپنی ایئرلائن کے کاؤنٹر سے نیا پاس حاصل کریں۔,Departure,
175,Check_in_info,Urdu,کیا میں کسی اور کا بیگ جمع کرا سکتا ہوں؟,نہیں، ہر مسافر کو اپنا سامان خود جمع کرانا ہوتا ہے۔,Departure,
176,Check_in_info,Urdu,میں نے ای ٹکٹ خریدا ہے، کیا پرنٹ ضروری ہے؟,نہیں، موبائل پر دکھانا کافی ہے۔,Departure,
177,Check_in_info,Urdu,بین الاقوامی مسافروں کے لیے کاؤنٹر کہاں ہیں؟,قطار اے میں، امیگریشن انٹری کے قریب۔,Departure,
178,Check_in_info,Urdu,ملکی پروازوں کے لیے کون سا ہال ہے؟,روانگی ہال بی ملکی پروازوں کے لیے مخصوص ہے۔,Departure,
179,Check_in_info,Urdu,کیا میں اپنی سیٹ بدل سکتا ہوں؟,بعض ایئرلائنز چیک ان پر سیٹ چینج کی اجازت دیتی ہیں۔,Departure,
180,Check_in_info,Urdu,میرا فلائٹ نمبر پی کے ۳۰۱ ہے، کہاں جاؤں؟,پی کے ۳۰۱ کا چیک ان کاؤنٹر قطار سی میں ہے۔,Departure,
181,Check_in_info,Urdu,کیا معذور مسافروں کے لیے ویل چئیر دستیاب ہے؟,جی ہاں، درخواست پر عملہ فراہم کرتا ہے۔,Departure,
182,Check_in_info,Urdu,کیا چیک ان کے وقت پاسپورٹ ضروری ہے؟,جی ہاں، بین الاقوامی پروازوں کے لیے لازمی ہے۔,Departure,
183,Check_in_info,Urdu,ایئرپورٹ کا عملہ کتنے بجے آتا ہے؟,زیادہ تر کاؤنٹر پرواز سے تین گھنٹے پہلے کھلتے ہیں۔,Departure,
184,Check_in_info,Urdu,میں دیر سے پہنچا ہوں، کیا بورڈنگ ہو سکتی ہے؟,اگر کاؤنٹر بند نہ ہوا ہو تو عملہ مدد کرے گا۔,Departure,
185,Check_in_info,Urdu,کیا چیک ان کے لیے کوئی فیس ہے؟,نہیں، یہ مفت عمل ہے۔,Departure,
186,Check_in_info,Urdu,کیا میں آن لائن چیک ان کینسل کر سکتا ہوں؟,جی ہاں، ایئرلائن کی ویب سائٹ پر تبدیلی ممکن ہے۔,Departure,
187,Check_in_info,Urdu,کیا اسلام آباد ایئرپورٹ ۲۴ گھنٹے کھلا ہے؟,جی ہاں، تمام بین الاقوامی پروازوں کے لیے۔,Departure,
188,Check_in_info,Urdu,کسٹم چیک کہاں ہوتا ہے؟,سکیورٹی کے بعد روانگی زون میں۔,Departure,
