id,user_query,intent,airport,flight_number,origin_city,arrival_time,flight_status,response
1,What time does flight BA168 land at Islamabad Airport?,flight_information,ISB,BA168,Istanbul,18:12,On-Time,Flight BA168 from Istanbul is scheduled to arrive at 18:12 and is currently On-Time.
2,What is the current status of flight QR299?,flight_information,ISB,QR299,Riyadh,20:53,On-Time,Flight QR299 from Riyadh is scheduled to arrive at 20:53 and is currently On-Time.
3,Is flight BA460 from Lahore delayed?,flight_information,ISB,BA460,Lahore,23:51,Landed,Flight BA460 from Lahore is scheduled to arrive at 23:51 and is currently Landed.
4,What is the arrival schedule for flight EY695?,flight_information,ISB,EY695,Abu Dhabi,16:07,Landed,Flight EY695 from Abu Dhabi is scheduled to arrive at 16:07 and is currently Landed.
5,What is the arrival schedule for flight TK761?,flight_information,ISB,TK761,Riyadh,09:01,Delayed,Flight TK761 from Riyadh is scheduled to arrive at 09:01 and is currently Delayed.
6,What is the arrival schedule for flight QR645?,flight_information,ISB,QR645,London,04:01,Landed,Flight QR645 from London is scheduled to arrive at 04:01 and is currently Landed.
7,What is the current status of flight EY683?,flight_information,ISB,EY683,Riyadh,09:16,Delayed,Flight EY683 from Riyadh is scheduled to arrive at 09:16 and is currently Delayed.
8,What is the current status of flight SV356?,flight_information,ISB,SV356,Abu Dhabi,04:42,Delayed,Flight SV356 from Abu Dhabi is scheduled to arrive at 04:42 and is currently Delayed.
9,What is the current status of flight TK551?,flight_information,ISB,TK551,Karachi,15:52,Landed,Flight TK551 from Karachi is scheduled to arrive at 15:52 and is currently Landed.
10,What is the current status of flight TK787?,flight_information,ISB,TK787,Riyadh,08:01,Delayed,Flight TK787 from Riyadh is scheduled to arrive at 08:01 and is currently Delayed.
11,What is the current status of flight EY155?,flight_information,ISB,EY155,Sharjah,11:31,Delayed,Flight EY155 from Sharjah is scheduled to arrive at 11:31 and is currently Delayed.
12,Can you tell me the arrival time for flight EK373?,flight_information,ISB,EK373,Karachi,11:47,Landed,Flight EK373 from Karachi is scheduled to arrive at 11:47 and is currently Landed.
13,What is the current status of flight EK476?,flight_information,ISB,EK476,Sharjah,04:35,On-Time,Flight EK476 from Sharjah is scheduled to arrive at 04:35 and is currently On-Time.
14,What is the current status of flight TK923?,flight_information,ISB,TK923,Dubai,16:48,Delayed,Flight TK923 from Dubai is scheduled to arrive at 16:48 and is currently Delayed.
15,What is the current status of flight TK794?,flight_information,ISB,TK794,Istanbul,16:05,Landed,Flight TK794 from Istanbul is scheduled to arrive at 16:05 and is currently Landed.
16,What is the arrival schedule for flight EK174?,flight_information,ISB,EK174,London,19:54,On-Time,Flight EK174 from London is scheduled to arrive at 19:54 and is currently On-Time.
17,What is the current status of flight QR113?,flight_information,ISB,QR113,Karachi,04:19,Delayed,Flight QR113 from Karachi is scheduled to arrive at 04:19 and is currently Delayed.
18,Can you tell me the arrival time for flight BA308?,flight_information,ISB,BA308,Jeddah,19:22,Landed,Flight BA308 from Jeddah is scheduled to arrive at 19:22 and is currently Landed.
19,What time does flight BA908 land at Islamabad Airport?,flight_information,ISB,BA908,Jeddah,15:22,Delayed,Flight BA908 from Jeddah is scheduled to arrive at 15:22 and is currently Delayed.
20,What time does flight EK949 land at Islamabad Airport?,flight_information,ISB,EK949,Dubai,17:06,Delayed,Flight EK949 from Dubai is scheduled to arrive at 17:06 and is currently Delayed.
21,What is the arrival schedule for flight BA935?,flight_information,ISB,BA935,Karachi,17:17,On-Time,Flight BA935 from Karachi is scheduled to arrive at 17:17 and is currently On-Time.
22,What is the current status of flight QR304?,flight_information,ISB,QR304,Dubai,05:27,On-Time,Flight QR304 from Dubai is scheduled to arrive at 05:27 and is currently On-Time.
23,What time does flight EK236 land at Islamabad Airport?,flight_information,ISB,EK236,Sharjah,20:02,Delayed,Flight EK236 from Sharjah is scheduled to arrive at 20:02 and is currently Delayed.
24,What time does flight EY699 land at Islamabad Airport?,flight_information,ISB,EY699,Dubai,11:58,Delayed,Flight EY699 from Dubai is scheduled to arrive at 11:58 and is currently Delayed.
25,What is the current status of flight BA934?,flight_information,ISB,BA934,Lahore,08:58,Landed,Flight BA934 from Lahore is scheduled to arrive at 08:58 and is currently Landed.
26,What is the arrival schedule for flight EK812?,flight_information,ISB,EK812,Riyadh,09:19,Landed,Flight EK812 from Riyadh is scheduled to arrive at 09:19 and is currently Landed.
27,Can you tell me the arrival time for flight PK742?,flight_information,ISB,PK742,Lahore,11:55,Delayed,Flight PK742 from Lahore is scheduled to arrive at 11:55 and is currently Delayed.
28,What time does flight BA788 land at Islamabad Airport?,flight_information,ISB,BA788,Lahore,20:24,Delayed,Flight BA788 from Lahore is scheduled to arrive at 20:24 and is currently Delayed.
29,What is the arrival schedule for flight QR932?,flight_information,ISB,QR932,Jeddah,17:22,On-Time,Flight QR932 from Jeddah is scheduled to arrive at 17:22 and is currently On-Time.
30,What time does flight PK357 land at Islamabad Airport?,flight_information,ISB,PK357,Jeddah,13:17,Landed,Flight PK357 from Jeddah is scheduled to arrive at 13:17 and is currently Landed.
31,Is flight BA988 from Jeddah delayed?,flight_information,ISB,BA988,Jeddah,14:47,On-Time,Flight BA988 from Jeddah is scheduled to arrive at 14:47 and is currently On-Time.
32,What is the current status of flight EY975?,flight_information,ISB,EY975,Jeddah,11:54,Delayed,Flight EY975 from Jeddah is scheduled to arrive at 11:54 and is currently Delayed.
33,What is the arrival schedule for flight BA995?,flight_information,ISB,BA995,Lahore,13:39,Landed,Flight BA995 from Lahore is scheduled to arrive at 13:39 and is currently Landed.
34,What is the current status of flight EK248?,flight_information,ISB,EK248,Jeddah,20:39,On-Time,Flight EK248 from Jeddah is scheduled to arrive at 20:39 and is currently On-Time.
35,Is flight PK435 from Riyadh delayed?,flight_information,ISB,PK435,Riyadh,08:43,Landed,Flight PK435 from Riyadh is scheduled to arrive at 08:43 and is currently Landed.
36,When will flight EY468 from Istanbul arrive?,flight_information,ISB,EY468,Istanbul,00:41,On-Time,Flight EY468 from Istanbul is scheduled to arrive at 00:41 and is currently On-Time.
37,What is the arrival schedule for flight QR673?,flight_information,ISB,QR673,Dubai,23:52,On-Time,Flight QR673 from Dubai is scheduled to arrive at 23:52 and is currently On-Time.
38,What time does flight SV583 land at Islamabad Airport?,flight_information,ISB,SV583,Lahore,05:44,On-Time,Flight SV583 from Lahore is scheduled to arrive at 05:44 and is currently On-Time.
39,What is the arrival schedule for flight TK943?,flight_information,ISB,TK943,London,11:56,Delayed,Flight TK943 from London is scheduled to arrive at 11:56 and is currently Delayed.
40,What is the current status of flight TK999?,flight_information,ISB,TK999,Abu Dhabi,15:17,On-Time,Flight TK999 from Abu Dhabi is scheduled to arrive at 15:17 and is currently On-Time.
41,When will flight BA313 from Riyadh arrive?,flight_information,ISB,BA313,Riyadh,14:20,Delayed,Flight BA313 from Riyadh is scheduled to arrive at 14:20 and is currently Delayed.
42,When will flight BA898 from Jeddah arrive?,flight_information,ISB,BA898,Jeddah,22:02,On-Time,Flight BA898 from Jeddah is scheduled to arrive at 22:02 and is currently On-Time.
43,What is the arrival schedule for flight TK690?,flight_information,ISB,TK690,Dubai,17:51,Delayed,Flight TK690 from Dubai is scheduled to arrive at 17:51 and is currently Delayed.
44,When will flight EK178 from Dubai arrive?,flight_information,ISB,EK178,Dubai,18:08,On-Time,Flight EK178 from Dubai is scheduled to arrive at 18:08 and is currently On-Time.
45,What is the current status of flight PK865?,flight_information,ISB,PK865,Istanbul,14:19,Delayed,Flight PK865 from Istanbul is scheduled to arrive at 14:19 and is currently Delayed.
46,Is flight SV793 from Lahore delayed?,flight_information,ISB,SV793,Lahore,09:44,On-Time,Flight SV793 from Lahore is scheduled to arrive at 09:44 and is currently On-Time.
47,What is the current status of flight QR550?,flight_information,ISB,QR550,London,07:30,Landed,Flight QR550 from London is scheduled to arrive at 07:30 and is currently Landed.
48,Is flight BA225 from Doha delayed?,flight_information,ISB,BA225,Doha,14:44,Landed,Flight BA225 from Doha is scheduled to arrive at 14:44 and is currently Landed.
49,Can you tell me the arrival time for flight PK838?,flight_information,ISB,PK838,Doha,11:32,On-Time,Flight PK838 from Doha is scheduled to arrive at 11:32 and is currently On-Time.
50,What time does flight EY546 land at Islamabad Airport?,flight_information,ISB,EY546,London,01:22,On-Time,Flight EY546 from London is scheduled to arrive at 01:22 and is currently On-Time.
51,When will flight EY749 from Doha arrive?,flight_information,ISB,EY749,Doha,04:31,On-Time,Flight EY749 from Doha is scheduled to arrive at 04:31 and is currently On-Time.
52,What time does flight SV864 land at Islamabad Airport?,flight_information,ISB,SV864,Doha,02:54,Landed,Flight SV864 from Doha is scheduled to arrive at 02:54 and is currently Landed.
53,What is the current status of flight SV458?,flight_information,ISB,SV458,Dubai,01:25,On-Time,Flight SV458 from Dubai is scheduled to arrive at 01:25 and is currently On-Time.
54,What is the arrival schedule for flight BA794?,flight_information,ISB,BA794,Sharjah,16:03,Landed,Flight BA794 from Sharjah is scheduled to arrive at 16:03 and is currently Landed.
55,Is flight SV208 from Dubai delayed?,flight_information,ISB,SV208,Dubai,22:44,On-Time,Flight SV208 from Dubai is scheduled to arrive at 22:44 and is currently On-Time.
56,What time does flight QR891 land at Islamabad Airport?,flight_information,ISB,QR891,London,23:48,Delayed,Flight QR891 from London is scheduled to arrive at 23:48 and is currently Delayed.
57,What time does flight EY527 land at Islamabad Airport?,flight_information,ISB,EY527,Riyadh,04:41,On-Time,Flight EY527 from Riyadh is scheduled to arrive at 04:41 and is currently On-Time.
58,What is the arrival schedule for flight EY831?,flight_information,ISB,EY831,Riyadh,00:21,Delayed,Flight EY831 from Riyadh is scheduled to arrive at 00:21 and is currently Delayed.
59,When will flight TK852 from Jeddah arrive?,flight_information,ISB,TK852,Jeddah,21:35,On-Time,Flight TK852 from Jeddah is scheduled to arrive at 21:35 and is currently On-Time.
60,What is the current status of flight EY477?,flight_information,ISB,EY477,Jeddah,05:08,Landed,Flight EY477 from Jeddah is scheduled to arrive at 05:08 and is currently Landed.
61,When will flight SV140 from Abu Dhabi arrive?,flight_information,ISB,SV140,Abu Dhabi,02:36,Landed,Flight SV140 from Abu Dhabi is scheduled to arrive at 02:36 and is currently Landed.
62,What is the current status of flight QR358?,flight_information,ISB,QR358,Sharjah,11:51,Landed,Flight QR358 from Sharjah is scheduled to arrive at 11:51 and is currently Landed.
63,What is the arrival schedule for flight QR661?,flight_information,ISB,QR661,Jeddah,22:40,Landed,Flight QR661 from Jeddah is scheduled to arrive at 22:40 and is currently Landed.
64,Is flight EY728 from Abu Dhabi delayed?,flight_information,ISB,EY728,Abu Dhabi,18:33,Landed,Flight EY728 from Abu Dhabi is scheduled to arrive at 18:33 and is currently Landed.
65,What time does flight BA938 land at Islamabad Airport?,flight_information,ISB,BA938,Sharjah,22:35,Delayed,Flight BA938 from Sharjah is scheduled to arrive at 22:35 and is currently Delayed.
66,What is the arrival schedule for flight SV932?,flight_information,ISB,SV932,Jeddah,15:23,On-Time,Flight SV932 from Jeddah is scheduled to arrive at 15:23 and is currently On-Time.
67,When will flight EY630 from Doha arrive?,flight_information,ISB,EY630,Doha,18:43,Delayed,Flight EY630 from Doha is scheduled to arrive at 18:43 and is currently Delayed.
68,Is flight PK815 from Abu Dhabi delayed?,flight_information,ISB,PK815,Abu Dhabi,11:37,Delayed,Flight PK815 from Abu Dhabi is scheduled to arrive at 11:37 and is currently Delayed.
69,What time does flight EY799 land at Islamabad Airport?,flight_information,ISB,EY799,Abu Dhabi,01:58,On-Time,Flight EY799 from Abu Dhabi is scheduled to arrive at 01:58 and is currently On-Time.
70,What is the current status of flight EY662?,flight_information,ISB,EY662,Karachi,08:13,Delayed,Flight EY662 from Karachi is scheduled to arrive at 08:13 and is currently Delayed.
71,Can you tell me the arrival time for flight EY903?,flight_information,ISB,EY903,Doha,20:18,Delayed,Flight EY903 from Doha is scheduled to arrive at 20:18 and is currently Delayed.
72,Is flight QR896 from Karachi delayed?,flight_information,ISB,QR896,Karachi,11:36,On-Time,Flight QR896 from Karachi is scheduled to arrive at 11:36 and is currently On-Time.
73,What time does flight TK220 land at Islamabad Airport?,flight_information,ISB,TK220,Dubai,11:50,Landed,Flight TK220 from Dubai is scheduled to arrive at 11:50 and is currently Landed.
74,What time does flight EK330 land at Islamabad Airport?,flight_information,ISB,EK330,Lahore,18:21,On-Time,Flight EK330 from Lahore is scheduled to arrive at 18:21 and is currently On-Time.
75,Is flight TK215 from Lahore delayed?,flight_information,ISB,TK215,Lahore,10:58,On-Time,Flight TK215 from Lahore is scheduled to arrive at 10:58 and is currently On-Time.
76,What is the arrival schedule for flight TK247?,flight_information,ISB,TK247,Doha,07:30,Delayed,Flight TK247 from Doha is scheduled to arrive at 07:30 and is currently Delayed.
77,When will flight BA228 from Sharjah arrive?,flight_information,ISB,BA228,Sharjah,01:01,On-Time,Flight BA228 from Sharjah is scheduled to arrive at 01:01 and is currently On-Time.
78,When will flight BA518 from Jeddah arrive?,flight_information,ISB,BA518,Jeddah,07:59,Delayed,Flight BA518 from Jeddah is scheduled to arrive at 07:59 and is currently Delayed.
79,What is the arrival schedule for flight SV288?,flight_information,ISB,SV288,Doha,08:09,On-Time,Flight SV288 from Doha is scheduled to arrive at 08:09 and is currently On-Time.
80,What is the arrival schedule for flight SV534?,flight_information,ISB,SV534,Riyadh,15:28,On-Time,Flight SV534 from Riyadh is scheduled to arrive at 15:28 and is currently On-Time.
81,When will flight EY583 from Doha arrive?,flight_information,ISB,EY583,Doha,01:17,Delayed,Flight EY583 from Doha is scheduled to arrive at 01:17 and is currently Delayed.
82,What is the current status of flight TK324?,flight_information,ISB,TK324,Jeddah,03:01,Landed,Flight TK324 from Jeddah is scheduled to arrive at 03:01 and is currently Landed.
83,When will flight TK515 from London arrive?,flight_information,ISB,TK515,London,08:02,Delayed,Flight TK515 from London is scheduled to arrive at 08:02 and is currently Delayed.
84,Can you tell me the arrival time for flight QR363?,flight_information,ISB,QR363,Doha,00:26,On-Time,Flight QR363 from Doha is scheduled to arrive at 00:26 and is currently On-Time.
85,What is the arrival schedule for flight EK389?,flight_information,ISB,EK389,Karachi,17:01,On-Time,Flight EK389 from Karachi is scheduled to arrive at 17:01 and is currently On-Time.
86,Can you tell me the arrival time for flight PK901?,flight_information,ISB,PK901,Istanbul,10:03,Delayed,Flight PK901 from Istanbul is scheduled to arrive at 10:03 and is currently Delayed.
87,What is the current status of flight QR626?,flight_information,ISB,QR626,Doha,09:25,On-Time,Flight QR626 from Doha is scheduled to arrive at 09:25 and is currently On-Time.
88,What time does flight QR869 land at Islamabad Airport?,flight_information,ISB,QR869,Istanbul,10:24,On-Time,Flight QR869 from Istanbul is scheduled to arrive at 10:24 and is currently On-Time.
89,What is the arrival schedule for flight EY930?,flight_information,ISB,EY930,Sharjah,01:17,On-Time,Flight EY930 from Sharjah is scheduled to arrive at 01:17 and is currently On-Time.
90,Can you tell me the arrival time for flight BA640?,flight_information,ISB,BA640,Doha,01:39,On-Time,Flight BA640 from Doha is scheduled to arrive at 01:39 and is currently On-Time.
91,Is flight QR784 from Dubai delayed?,flight_information,ISB,QR784,Dubai,01:13,Landed,Flight QR784 from Dubai is scheduled to arrive at 01:13 and is currently Landed.
92,What is the current status of flight SV911?,flight_information,ISB,SV911,Jeddah,14:31,On-Time,Flight SV911 from Jeddah is scheduled to arrive at 14:31 and is currently On-Time.
93,When will flight QR201 from Dubai arrive?,flight_information,ISB,QR201,Dubai,13:36,On-Time,Flight QR201 from Dubai is scheduled to arrive at 13:36 and is currently On-Time.
94,When will flight SV306 from Riyadh arrive?,flight_information,ISB,SV306,Riyadh,13:56,Landed,Flight SV306 from Riyadh is scheduled to arrive at 13:56 and is currently Landed.
95,Can you tell me the arrival time for flight QR497?,flight_information,ISB,QR497,Doha,14:51,Delayed,Flight QR497 from Doha is scheduled to arrive at 14:51 and is currently Delayed.
96,When will flight EK917 from Karachi arrive?,flight_information,ISB,EK917,Karachi,14:36,On-Time,Flight EK917 from Karachi is scheduled to arrive at 14:36 and is currently On-Time.
97,Can you tell me the arrival time for flight PK841?,flight_information,ISB,PK841,Jeddah,02:47,Landed,Flight PK841 from Jeddah is scheduled to arrive at 02:47 and is currently Landed.
98,Is flight BA173 from Riyadh delayed?,flight_information,ISB,BA173,Riyadh,03:12,Delayed,Flight BA173 from Riyadh is scheduled to arrive at 03:12 and is currently Delayed.
99,When will flight TK547 from Sharjah arrive?,flight_information,ISB,TK547,Sharjah,22:40,Delayed,Flight TK547 from Sharjah is scheduled to arrive at 22:40 and is currently Delayed.
100,What time does flight PK966 land at Islamabad Airport?,flight_information,ISB,PK966,Istanbul,19:43,On-Time,Flight PK966 from Istanbul is scheduled to arrive at 19:43 and is currently On-Time.
101,Is flight EY250 from Istanbul delayed?,flight_information,ISB,EY250,Istanbul,09:37,On-Time,Flight EY250 from Istanbul is scheduled to arrive at 09:37 and is currently On-Time.
102,When will flight EK849 from Sharjah arrive?,flight_information,ISB,EK849,Sharjah,04:51,Landed,Flight EK849 from Sharjah is scheduled to arrive at 04:51 and is currently Landed.
103,Is flight PK383 from London delayed?,flight_information,ISB,PK383,London,13:03,On-Time,Flight PK383 from London is scheduled to arrive at 13:03 and is currently On-Time.
104,What is the arrival schedule for flight PK971?,flight_information,ISB,PK971,Karachi,09:28,Landed,Flight PK971 from Karachi is scheduled to arrive at 09:28 and is currently Landed.
105,What is the current status of flight BA339?,flight_information,ISB,BA339,Doha,18:23,Landed,Flight BA339 from Doha is scheduled to arrive at 18:23 and is currently Landed.
106,When will flight EY861 from Karachi arrive?,flight_information,ISB,EY861,Karachi,12:28,Landed,Flight EY861 from Karachi is scheduled to arrive at 12:28 and is currently Landed.
107,What time does flight TK179 land at Islamabad Airport?,flight_information,ISB,TK179,Dubai,18:43,On-Time,Flight TK179 from Dubai is scheduled to arrive at 18:43 and is currently On-Time.
108,What is the current status of flight BA692?,flight_information,ISB,BA692,Sharjah,08:22,Landed,Flight BA692 from Sharjah is scheduled to arrive at 08:22 and is currently Landed.
109,Can you tell me the arrival time for flight PK670?,flight_information,ISB,PK670,Karachi,14:33,Delayed,Flight PK670 from Karachi is scheduled to arrive at 14:33 and is currently Delayed.
110,Is flight EK910 from Jeddah delayed?,flight_information,ISB,EK910,Jeddah,06:25,On-Time,Flight EK910 from Jeddah is scheduled to arrive at 06:25 and is currently On-Time.
111,Can you tell me the arrival time for flight PK929?,flight_information,ISB,PK929,Abu Dhabi,15:23,On-Time,Flight PK929 from Abu Dhabi is scheduled to arrive at 15:23 and is currently On-Time.
112,What is the current status of flight TK555?,flight_information,ISB,TK555,Istanbul,09:06,On-Time,Flight TK555 from Istanbul is scheduled to arrive at 09:06 and is currently On-Time.
113,What is the current status of flight EK901?,flight_information,ISB,EK901,Riyadh,22:54,Delayed,Flight EK901 from Riyadh is scheduled to arrive at 22:54 and is currently Delayed.
114,What time does flight TK982 land at Islamabad Airport?,flight_information,ISB,TK982,Jeddah,21:28,Landed,Flight TK982 from Jeddah is scheduled to arrive at 21:28 and is currently Landed.
115,What is the arrival schedule for flight TK146?,flight_information,ISB,TK146,Dubai,03:24,Delayed,Flight TK146 from Dubai is scheduled to arrive at 03:24 and is currently Delayed.
116,What is the arrival schedule for flight EY492?,flight_information,ISB,EY492,Karachi,15:06,Delayed,Flight EY492 from Karachi is scheduled to arrive at 15:06 and is currently Delayed.
117,What is the current status of flight PK610?,flight_information,ISB,PK610,Dubai,22:38,On-Time,Flight PK610 from Dubai is scheduled to arrive at 22:38 and is currently On-Time.
118,What is the current status of flight PK584?,flight_information,ISB,PK584,Lahore,12:06,On-Time,Flight PK584 from Lahore is scheduled to arrive at 12:06 and is currently On-Time.
119,When will flight SV460 from London arrive?,flight_information,ISB,SV460,London,17:53,On-Time,Flight SV460 from London is scheduled to arrive at 17:53 and is currently On-Time.
120,What is the current status of flight EK875?,flight_information,ISB,EK875,Karachi,14:40,Delayed,Flight EK875 from Karachi is scheduled to arrive at 14:40 and is currently Delayed.
